city,timestamp,temperature,season
New York,2010-01-01,0.8043339763238054,winter
New York,2010-01-02,8.047380228627143,winter
New York,2010-01-03,-7.185527937100449,winter
New York,2010-01-04,0.37948320272998015,winter
New York,2010-01-05,-0.8170354909199308,winter
New York,2010-01-06,1.7571714038925057,winter
New York,2010-01-07,-2.923693013313172,winter
New York,2010-01-08,4.106889395873669,winter
New York,2010-01-09,7.60432620740148,winter
New York,2010-01-10,-0.702897299440398,winter
New York,2010-01-11,-0.027593265809524935,winter
New York,2010-01-12,0.20672400514207903,winter
New York,2010-01-13,-2.390241373057018,winter
New York,2010-01-14,5.712291370108126,winter
New York,2010-01-15,4.320066949325912,winter
New York,2010-01-16,-8.463425361124525,winter
New York,2010-01-17,-3.0188289211331276,winter
New York,2010-01-18,1.3136113294409175,winter
New York,2010-01-19,-14.790772943259963,winter
New York,2010-01-20,-7.027928945286105,winter
New York,2010-01-21,2.9028609854229015,winter
New York,2010-01-22,10.960837706714523,winter
New York,2010-01-23,-3.8592339487907434,winter
New York,2010-01-24,8.50650030121487,winter
New York,2010-01-25,-4.563220763889129,winter
New York,2010-01-26,-2.188041362612246,winter
New York,2010-01-27,-1.1842702990586704,winter
New York,2010-01-28,-2.5860920882363274,winter
New York,2010-01-29,1.3842512636172484,winter
New York,2010-01-30,-7.9757870913766915,winter
New York,2010-01-31,-5.194754437627208,winter
New York,2010-02-01,3.146143186625134,winter
New York,2010-02-02,-1.287594024657201,winter
New York,2010-02-03,-3.181169151983665,winter
New York,2010-02-04,-4.182651912208924,winter
New York,2010-02-05,3.1649674218544637,winter
New York,2010-02-06,-3.9288478345794333,winter
New York,2010-02-07,-5.1187725574064755,winter
New York,2010-02-08,3.0208636124723762,winter
New York,2010-02-09,8.268210718835412,winter
New York,2010-02-10,12.870551171053492,winter
New York,2010-02-11,4.418004336125015,winter
New York,2010-02-12,2.1685623717788554,winter
New York,2010-02-13,-7.214625337654348,winter
New York,2010-02-14,-1.0723351749080827,winter
New York,2010-02-15,2.0503744631431777,winter
New York,2010-02-16,-2.65799623408425,winter
New York,2010-02-17,-8.009693595668308,winter
New York,2010-02-18,-6.853065963179752,winter
New York,2010-02-19,2.3540293035276534,winter
New York,2010-02-20,-8.939253024601996,winter
New York,2010-02-21,2.8421274259692724,winter
New York,2010-02-22,-5.054409527394851,winter
New York,2010-02-23,-4.377109296268042,winter
New York,2010-02-24,5.300929695331117,winter
New York,2010-02-25,-2.2612086537851512,winter
New York,2010-02-26,0.7654140021830309,winter
New York,2010-02-27,1.9743430226271292,winter
New York,2010-02-28,-1.8314261157777942,winter
New York,2010-03-01,7.943922159140666,spring
New York,2010-03-02,3.3324595460164828,spring
New York,2010-03-03,10.915220722204843,spring
New York,2010-03-04,5.818441148268107,spring
New York,2010-03-05,14.085082173801307,spring
New York,2010-03-06,11.85711231323779,spring
New York,2010-03-07,12.822804240225757,spring
New York,2010-03-08,10.539323836287046,spring
New York,2010-03-09,2.0740208188284504,spring
New York,2010-03-10,2.9239936822966306,spring
New York,2010-03-11,14.002535073782022,spring
New York,2010-03-12,7.642584271217652,spring
